timestamp;price_buy_00;price_sell_00;actual_consumption;actual_pv;load_00;pv_00
2014-12-17T19:45:00+03:00;0.083;0.031;116020.223520929;0.0;120881.39066155472;168.1879336681927
2014-12-17T20:00:00+03:00;0.153;0.031;118579.49315742007;0.0;120199.672751372;286.2982373865735
2014-12-17T20:15:00+03:00;0.153;0.031;125404.21218806294;0.0;126789.6787277649;0.0
2014-12-17T20:30:00+03:00;0.153;0.031;129385.2982892713;0.0;129608.27549639158;0.0
2014-12-17T20:45:00+03:00;0.153;0.031;128532.20841044096;0.0;127228.53666278096;0.0
2014-12-17T21:00:00+03:00;0.153;0.031;125404.21218806294;0.0;127269.0562406322;95.38616875228584
2014-12-17T21:15:00+03:00;0.153;0.031;120570.03620802426;0.0;112643.35238325335;209.6775672689444
2014-12-17T21:30:00+03:00;0.153;0.031;117442.03998564625;0.0;115657.93775422809;231.9051976214412
2014-12-17T21:45:00+03:00;0.153;0.031;122560.57925862842;0.0;128036.50779833535;0.0
2014-12-17T22:00:00+03:00;0.083;0.031;109764.23107617303;0.0;96512.75534613228;0.0
2014-12-17T22:15:00+03:00;0.083;0.031;80190.44861005386;0.0;81803.48302960339;0.0
2014-12-17T22:30:00+03:00;0.083;0.031;74503.18275118481;0.0;86753.31290066021;0.0
2014-12-17T22:45:00+03:00;0.083;0.031;96683.51960077416;0.0;98935.50603857794;100.63496491879827
2014-12-17T23:00:00+03:00;0.083;0.031;95546.06642900038;0.0;110067.23964515586;0.0
2014-12-17T23:15:00+03:00;0.083;0.031;99527.1525302087;0.0;103304.69670760976;0.0
2014-12-17T23:30:00+03:00;0.083;0.031;107204.96143968194;0.0;115872.64967007648;0.0
2014-12-17T23:45:00+03:00;0.083;0.031;111754.7741267772;0.0;112520.13221867198;0.0
2014-12-18T00:00:00+03:00;0.083;0.031;115451.49693504209;0.0;116893.09196409892;0.0
2014-12-18T00:15:00+03:00;0.083;0.031;118579.49315742007;0.0;123887.15246705824;0.0
2014-12-18T00:30:00+03:00;0.083;0.031;116873.31339975935;0.0;117920.25069349578;0.0
2014-12-18T00:45:00+03:00;0.083;0.031;134219.47426931;0.0;132347.69332641366;0.0
2014-12-18T01:00:00+03:00;0.053;0.031;127963.48182455404;0.0;119747.9574496575;0.0
2014-12-18T01:15:00+03:00;0.053;0.031;131091.47804693202;0.0;118608.37213136489;59.716627462084354
2014-12-18T01:30:00+03:00;0.053;0.031;140191.1034211225;0.0;140613.72830574337;125.3541949924308
2014-12-18T01:45:00+03:00;0.053;0.031;137631.83378463145;0.0;120043.51293959866;53.00951561272086
2014-12-18T02:00:00+03:00;0.053;0.031;131375.84133987548;0.0;131514.61460631428;0.0
2014-12-18T02:15:00+03:00;0.053;0.031;136494.38061285767;0.0;143933.12416233704;0.0
2014-12-18T02:30:00+03:00;0.053;0.031;123413.66913745875;0.0;128089.30592586249;0.0
2014-12-18T02:45:00+03:00;0.053;0.031;116873.31339975935;0.0;125028.45091368294;0.0
2014-12-18T03:00:00+03:00;0.053;0.031;128247.84511749748;0.0;133588.1299416438;0.0
2014-12-18T03:15:00+03:00;0.053;0.031;130238.38816810164;0.0;131614.58997295948;0.0
2014-12-18T03:30:00+03:00;0.053;0.031;143603.46293644398;0.0;138950.88800500392;0.0
2014-12-18T03:45:00+03:00;0.053;0.031;144172.18952233088;0.0;143104.794836475;0.0
2014-12-18T04:00:00+03:00;0.053;0.031;135925.65402697073;0.0;140553.35266186597;0.0
2014-12-18T04:15:00+03:00;0.053;0.031;134503.83756225347;0.0;132687.82406232847;1.229495381754454
2014-12-18T04:30:00+03:00;0.053;0.031;141612.9198858398;0.0;139299.94097772526;0.4523979522113448
2014-12-18T04:45:00+03:00;0.053;0.031;143603.46293644398;0.0;144328.8615633432;0.4523979522113448
2014-12-18T05:00:00+03:00;0.053;0.031;146731.45915882196;0.0;139316.65030363033;0.4523979522113448
2014-12-18T05:15:00+03:00;0.053;0.031;147584.54903765232;0.0;144713.1251360118;0.4523979522113448
2014-12-18T05:30:00+03:00;0.053;0.031;145309.6426941047;0.0;141222.25762882543;0.4523979522113448
2014-12-18T05:45:00+03:00;0.053;0.031;138200.56037051836;0.0;136159.82965952644;0.4523979522113448
2014-12-18T06:00:00+03:00;0.053;0.031;121423.1260868546;0.0;112774.94376513363;0.4523979522113448
2014-12-18T06:15:00+03:00;0.053;0.031;116873.31339975935;0.0;119558.30112378394;0.4523979522113448
2014-12-18T06:30:00+03:00;0.053;0.031;107204.96143968194;0.0;108157.20785148795;0.4523979522113448
2014-12-18T06:45:00+03:00;0.053;0.031;123982.39572334567;0.0;119399.7162321276;0.4523979522113448
2014-12-18T07:00:00+03:00;0.053;0.031;131375.84133987548;0.0;114841.98456457393;0.4523979522113448
2014-12-18T07:15:00+03:00;0.053;0.031;141897.28317878323;0.0;159718.94167993727;0.4523979522113448
2014-12-18T07:30:00+03:00;0.053;0.031;151849.99843180412;0.0;152835.9028609443;0.4523979522113448
2014-12-18T07:45:00+03:00;0.053;0.031;147868.91233059578;0.0;145936.14642680122;0.4523979522113448
2014-12-18T08:00:00+03:00;0.053;0.031;140191.1034211225;0.0;126633.0977981583;0.4523979522113448
2014-12-18T08:15:00+03:00;0.053;0.031;135641.29073402728;0.0;134198.61167139534;0.4523979522113448
2014-12-18T08:30:00+03:00;0.053;0.031;163224.53014954223;0.0;169334.14668023144;0.4523979522113448
2014-12-18T08:45:00+03:00;0.053;0.031;158674.717462447;0.0;151106.7416662522;0.4523979522113448
2014-12-18T09:00:00+03:00;0.083;0.031;141044.1932999529;0.0;138966.43472967786;0.4523979522113448
2014-12-18T09:15:00+03:00;0.083;0.031;127394.75523866712;0.0;134428.05613567602;0.4523979522113448
2014-12-18T09:30:00+03:00;0.083;0.031;133082.0210975362;0.0;136101.60145436742;0.4523979522113448
2014-12-18T09:45:00+03:00;0.083;0.031;137631.83378463145;0.0;135475.39473789724;0.4523979522113448
2014-12-18T10:00:00+03:00;0.083;0.031;133082.0210975362;0.0;129524.42895128884;655.9004283887148
2014-12-18T10:15:00+03:00;0.083;0.031;132513.2945116493;658.8349900000002;134637.2098186858;2999.9922756225205
2014-12-18T10:30:00+03:00;0.083;0.031;130238.38816810164;3171.8466450000005;124726.42863086992;4061.8362254598687
2014-12-18T10:45:00+03:00;0.083;0.031;130238.38816810164;4093.55749;130539.0039535883;5191.645067411778
2014-12-18T11:00:00+03:00;0.153;0.031;122276.21596568494;5221.0532275;124152.73343749552;12780.310900666394
2014-12-18T11:15:00+03:00;0.153;0.031;110332.95766205993;12830.7346475;113379.74103294068;25198.012941815185
2014-12-18T11:30:00+03:00;0.153;0.031;120854.3995009677;24784.1412225;131192.77381453547;25841.06204840017
2014-12-18T11:45:00+03:00;0.153;0.031;125972.93877394983;26200.013455;129267.01738265603;24129.956208161748
2014-12-18T12:00:00+03:00;0.153;0.031;133650.7476834231;24650.9454675;132682.97636655983;23981.082628299537
2014-12-18T12:15:00+03:00;0.153;0.031;124266.75901628914;18815.62298;110615.08490483284;27748.38979201829
2014-12-18T12:30:00+03:00;0.153;0.031;130522.75146104512;29969.3167125;124512.36067850476;46147.105753387776
2014-12-18T12:45:00+03:00;0.153;0.031;132797.65780459277;41044.711372500016;129698.44204466764;38596.396132504335
2014-12-18T13:00:00+03:00;0.083;0.031;135641.29073402728;36384.784205;131038.64087285745;26874.593216409547
2014-12-18T13:15:00+03:00;0.083;0.031;137347.470491688;29037.70732500001;138263.97839838284;40739.3644865672
2014-12-18T13:30:00+03:00;0.083;0.031;136778.7439058011;41208.4161225;134792.53688246498;49902.59789081945
2014-12-18T13:45:00+03:00;0.083;0.031;130807.11475398856;48522.77991000001;134554.88202558106;37819.27042657501
2014-12-18T14:00:00+03:00;0.083;0.031;120570.03620802426;38171.672825000016;112504.18429307574;37386.822308143644
2014-12-18T14:15:00+03:00;0.083;0.031;114314.04376326827;37461.8749725;123343.04998633372;42102.4674815771
2014-12-18T14:30:00+03:00;0.083;0.031;127963.48182455404;41831.95071000001;118118.8996283561;38493.67326659996
2014-12-18T14:45:00+03:00;0.083;0.031;106636.23485379505;38337.662935000015;104516.84453148024;36684.52799393066
2014-12-18T15:00:00+03:00;0.083;0.031;92986.79679250928;37200.0434575;100240.2452317912;36494.74686851981
2014-12-18T15:15:00+03:00;0.083;0.031;99527.1525302087;36268.782055;105779.19700280244;41695.78242963978
2014-12-18T15:30:00+03:00;0.083;0.031;102370.78545964324;42027.3579275;103593.39879917668;40776.4285519514
2014-12-18T15:45:00+03:00;0.083;0.031;102370.78545964324;40549.1131375;109123.49208825611;33187.79968574611
2014-12-18T16:00:00+03:00;0.083;0.031;115451.49693504209;33753.159275000005;113351.16677515472;34268.01147417504
2014-12-18T16:15:00+03:00;0.083;0.031;150712.54526003028;33670.613762500005;145024.23453356125;38492.55896635835
2014-12-18T16:30:00+03:00;0.083;0.031;135925.65402697073;37055.929707500014;123019.1479899306;49491.78211453944
2014-12-18T16:45:00+03:00;0.083;0.031;134788.20085519692;46082.28526;134976.57157308454;58405.06354184077
2014-12-18T17:00:00+03:00;0.083;0.031;121707.48937979803;50910.80161750001;128637.14736149977;43867.87169918936
2014-12-18T17:15:00+03:00;0.083;0.031;131660.20463281893;45258.25117;129911.20184305332;34905.11190147338
2014-12-18T17:30:00+03:00;0.083;0.031;144456.55281527436;35718.674392500005;137201.87304564915;24618.281852649896
2014-12-18T17:45:00+03:00;0.083;0.031;142466.00976467016;25659.486792500004;141892.51107523663;15517.46117400018
2014-12-18T18:00:00+03:00;0.083;0.031;144456.55281527436;16447.678857500006;143013.6073576105;8766.351336550319
2014-12-18T18:15:00+03:00;0.083;0.031;141612.9198858398;9532.1815875;135887.72371359495;3645.87355639004
2014-12-18T18:30:00+03:00;0.083;0.031;138484.92366346178;3254.0424125;135954.82634902393;152.28041786225393
2014-12-18T18:45:00+03:00;0.083;0.031;141897.28317878323;57.33978250000001;141983.2971909214;90.38383139416956
2014-12-18T19:00:00+03:00;0.083;0.031;147300.18574470887;0.0;150001.06186068975;0.0
2014-12-18T19:15:00+03:00;0.083;0.031;145878.3692799916;0.0;129500.35463072144;0.0
2014-12-18T19:30:00+03:00;0.083;0.031;145878.3692799916;0.0;150688.65232521945;0.0
2014-12-18T19:45:00+03:00;0.083;0.031;129954.0248751582;0.0;129334.62016392598;387.2651835382444
2014-12-18T20:00:00+03:00;0.153;0.031;126257.30206689332;0.0;136440.04654688682;117.46541429722085
2014-12-18T20:15:00+03:00;0.153;0.031;130522.75146104512;0.0;136921.98410959472;0.0
2014-12-18T20:30:00+03:00;0.153;0.031;135925.65402697073;0.0;135753.86003377064;0.0
