timestamp;price_buy_00;price_sell_00;actual_consumption;actual_pv;load_00;pv_00
2014-08-06T09:30:00+03:00;0.049;0.031;59181.23745608826;5320.0847875;61051.895652528605;7278.431020117638
2014-08-06T09:45:00+03:00;0.049;0.031;52179.31949049951;8516.68995625;55776.04589852058;14352.964516191583
2014-08-06T10:00:00+03:00;0.049;0.031;61116.525719115976;12682.311075;63186.7365058522;16346.276068515568
2014-08-06T10:15:00+03:00;0.049;0.031;60876.65923012707;16893.4773;63542.2557758019;21816.055979689725
2014-08-06T10:30:00+03:00;0.049;0.031;67396.24479763393;21141.64609375;67585.66245570531;25271.618979936626
2014-08-06T10:45:00+03:00;0.049;0.031;74285.06799315588;24943.29425000001;66282.51477747619;31984.315492829213
2014-08-06T11:00:00+03:00;0.049;0.031;63648.28091833405;31031.0805875;61623.892933531;38664.02357149472
2014-08-06T11:15:00+03:00;0.049;0.031;74587.38055126053;38776.30238125;73428.30774957732;43815.11754409729
2014-08-06T11:30:00+03:00;0.049;0.031;85463.33427119706;45408.67428125;88532.91995276012;48607.07715931653
2014-08-06T11:45:00+03:00;0.049;0.031;79577.84724477194;52414.35119375;85722.09696756458;55403.85880106661
2014-08-06T12:00:00+03:00;0.049;0.031;82604.21210317887;58332.0075625;80436.35805600508;61422.28608420192
2014-08-06T12:15:00+03:00;0.049;0.031;91166.88188587576;64380.827568750006;82840.75132388379;67383.38280629349
2014-08-06T12:30:00+03:00;0.049;0.031;86646.23038286812;70439.719175;89089.20500177471;80402.16304264161
2014-08-06T12:45:00+03:00;0.049;0.031;88841.48065184325;76006.05901875;89689.03263981664;81372.54482757059
2014-08-06T13:00:00+03:00;0.049;0.031;89806.1254524678;81159.42904999999;87114.9153554987;86437.84612623345
2014-08-06T13:15:00+03:00;0.049;0.031;90855.331388632;85926.88663125;88469.47949937164;90760.69377911018
2014-08-06T13:30:00+03:00;0.049;0.031;82266.4474539624;90190.8550375;84880.53147628355;92001.48374433412
2014-08-06T13:45:00+03:00;0.049;0.031;91317.72823406954;95676.94005625;89765.93799468983;102348.53162898494
2014-08-06T14:00:00+03:00;0.049;0.031;85812.57635995004;96766.85965625;88232.5162048869;104140.8872981607
2014-08-06T14:15:00+03:00;0.049;0.031;88728.80578810094;96662.77075;92935.85500188528;103257.92200709756
