2021-10-09 19:44:26,547, transitions.data, DEBUG, [[3.10000000e-02 5.91812375e+04 5.32008479e+03 6.10518957e+04
  7.27843102e+03 0.00000000e+00]], [[1.02968558e-05]], [[-5.73522212e-05]], [[3.10000000e-02 5.21793195e+04 8.51668996e+03 5.57760459e+04
  1.43529645e+04 2.93460391e+00]], False, random
2021-10-09 19:44:26,548, transitions.data, DEBUG, [[3.10000000e-02 5.21793195e+04 8.51668996e+03 5.57760459e+04
  1.43529645e+04 2.93460391e+00]], [[-3.78926808e-06]], [[2.60355466e-05]], [[3.10000000e-02 6.11165257e+04 1.26823111e+04 6.31867365e+04
  1.63462761e+04 1.73799293e+00]], False, random
2021-10-09 19:44:26,549, transitions.data, DEBUG, [[3.10000000e-02 6.11165257e+04 1.26823111e+04 6.31867365e+04
  1.63462761e+04 1.73799293e+00]], [[7.62375147e-07]], [[-4.72212765e-06]], [[3.10000000e-02 6.08766592e+04 1.68934773e+04 6.35422558e+04
  2.18160560e+04 1.95526985e+00]], False, random
2021-10-09 19:44:26,550, transitions.data, DEBUG, [[3.10000000e-02 6.08766592e+04 1.68934773e+04 6.35422558e+04
  2.18160560e+04 1.95526985e+00]], [[1.40131272e-06]], [[-9.55805826e-06]], [[3.10000000e-02 6.73962448e+04 2.11416461e+04 6.75856625e+04
  2.52716190e+04 2.35464398e+00]], False, random
2021-10-09 19:44:26,551, transitions.data, DEBUG, [[3.10000000e-02 6.73962448e+04 2.11416461e+04 6.75856625e+04
  2.52716190e+04 2.35464398e+00]], [[8.95024355e-06]], [[-5.80498619e-05]], [[3.10000000e-02 7.42850680e+04 2.49432943e+04 6.62825148e+04
  3.19843155e+04 4.90546339e+00]], False, random
2021-10-09 19:44:26,552, transitions.data, DEBUG, [[3.10000000e-02 7.42850680e+04 2.49432943e+04 6.62825148e+04
  3.19843155e+04 4.90546339e+00]], [[-1.04555619e-05]], [[6.35702437e-05]], [[3.10000000e-02 6.36482809e+04 3.10310806e+04 6.16238929e+04
  3.86640236e+04 1.60370699e+00]], False, random
2021-10-09 19:44:26,553, transitions.data, DEBUG, [[3.10000000e-02 6.36482809e+04 3.10310806e+04 6.16238929e+04
  3.86640236e+04 1.60370699e+00]], [[-1.31705606e-05]], [[4.6709148e-05]], [[3.10000000e-02 7.45873806e+04 3.87763024e+04 7.34283077e+04
  4.38151175e+04 0.00000000e+00]], False, random
2021-10-09 19:44:26,554, transitions.data, DEBUG, [[3.10000000e-02 7.45873806e+04 3.87763024e+04 7.34283077e+04
  4.38151175e+04 0.00000000e+00]], [[-2.94705383e-06]], [[0.]], [[3.10000000e-02 8.54633343e+04 4.54086743e+04 8.85329200e+04
  4.86070772e+04 0.00000000e+00]], False, random
2021-10-09 19:44:26,555, transitions.data, DEBUG, [[3.10000000e-02 8.54633343e+04 4.54086743e+04 8.85329200e+04
  4.86070772e+04 0.00000000e+00]], [[-1.32566252e-05]], [[0.]], [[3.10000000e-02 7.95778472e+04 5.24143512e+04 8.57220970e+04
  5.54038588e+04 0.00000000e+00]], False, random
2021-10-09 19:44:26,556, transitions.data, DEBUG, [[3.10000000e-02 7.95778472e+04 5.24143512e+04 8.57220970e+04
  5.54038588e+04 0.00000000e+00]], [[8.364644e-06]], [[-9.23810836e-05]], [[3.10000000e-02 8.26042121e+04 5.83320076e+04 8.04363581e+04
  6.14222861e+04 2.38392354e+00]], False, random
2021-10-09 19:44:26,557, transitions.data, DEBUG, [[3.10000000e-02 8.26042121e+04 5.83320076e+04 8.04363581e+04
  6.14222861e+04 2.38392354e+00]], [[-1.28831938e-05]], [[9.33053839e-05]], [[3.10000000e-02 9.11668819e+04 6.43808276e+04 8.28407513e+04
  6.73833828e+04 0.00000000e+00]], False, random
2021-10-09 19:44:26,558, transitions.data, DEBUG, [[3.10000000e-02 9.11668819e+04 6.43808276e+04 8.28407513e+04
  6.73833828e+04 0.00000000e+00]], [[-4.48981414e-06]], [[0.]], [[3.10000000e-02 8.66462304e+04 7.04397192e+04 8.90892050e+04
  8.04021630e+04 0.00000000e+00]], False, random
2021-10-09 19:44:26,559, transitions.data, DEBUG, [[3.10000000e-02 8.66462304e+04 7.04397192e+04 8.90892050e+04
  8.04021630e+04 0.00000000e+00]], [[-4.11599839e-06]], [[0.]], [[3.10000000e-02 8.88414807e+04 7.60060590e+04 8.96890326e+04
  8.13725448e+04 0.00000000e+00]], False, random
2021-10-09 19:44:26,560, transitions.data, DEBUG, [[3.10000000e-02 8.88414807e+04 7.60060590e+04 8.96890326e+04
  8.13725448e+04 0.00000000e+00]], [[8.83400132e-06]], [[-0.00020648]], [[3.10000000e-02 8.98061255e+04 8.11594290e+04 8.71149154e+04
  8.64378461e+04 2.51769038e+00]], False, random
2021-10-09 19:44:26,561, transitions.data, DEBUG, [[3.10000000e-02 8.98061255e+04 8.11594290e+04 8.71149154e+04
  8.64378461e+04 2.51769038e+00]], [[1.15813374e-06]], [[-4.01818343e-05]], [[3.10000000e-02 9.08553314e+04 8.59268866e+04 8.84694795e+04
  9.07606938e+04 2.84775849e+00]], False, random
2021-10-09 19:44:26,562, transitions.data, DEBUG, [[3.10000000e-02 9.08553314e+04 8.59268866e+04 8.84694795e+04
  9.07606938e+04 2.84775849e+00]], [[1.05431304e-05]], [[-0.00064177]], [[3.10000000e-02 8.22664475e+04 9.01908550e+04 8.48805315e+04
  9.20014837e+04 5.85255067e+00]], False, random
2021-10-09 19:44:26,563, transitions.data, DEBUG, [[3.10000000e-02 8.22664475e+04 9.01908550e+04 8.48805315e+04
  9.20014837e+04 5.85255067e+00]], [[1.20751815e-05]], [[0.00045714]], [[3.10000000e-02 9.13177282e+04 9.56769401e+04 8.97659380e+04
  1.02348532e+05 9.29397741e+00]], False, random
2021-10-09 19:44:26,564, transitions.data, DEBUG, [[3.10000000e-02 9.13177282e+04 9.56769401e+04 8.97659380e+04
  1.02348532e+05 9.29397741e+00]], [[1.03086989e-05]], [[0.00070944]], [[3.10000000e-02 8.58125764e+04 9.67668597e+04 8.82325162e+04
  1.04140887e+05 1.22319566e+01]], False, random
2021-10-09 19:44:26,565, transitions.data, DEBUG, [[3.10000000e-02 8.58125764e+04 9.67668597e+04 8.82325162e+04
  1.04140887e+05 1.22319566e+01]], [[1.31076253e-05]], [[0.00035897]], [[3.10000000e-02 8.87288058e+04 9.66627707e+04 9.29358550e+04
  1.03257922e+05 1.59676298e+01]], False, random
2021-10-09 19:44:26,566, transitions.data, DEBUG, [[3.10000000e-02 8.87288058e+04 9.66627707e+04 9.29358550e+04
  1.03257922e+05 1.59676298e+01]], [[-6.78046193e-06]], [[-0.00025638]], [[3.10000000e-02 8.97888493e+04 1.03476975e+05 9.00831361e+04
  1.08685314e+05 1.38264313e+01]], False, random
2021-10-09 19:44:26,567, transitions.data, DEBUG, [[3.10000000e-02 8.97888493e+04 1.03476975e+05 9.00831361e+04
  1.08685314e+05 1.38264313e+01]], [[-3.36447008e-06]], [[-7.37384394e-05]], [[3.10000000e-02 8.99157010e+04 1.10429974e+05 8.02879956e+04
  1.15605483e+05 1.27639671e+01]], False, random
2021-10-09 19:44:26,568, transitions.data, DEBUG, [[3.10000000e-02 8.99157010e+04 1.10429974e+05 8.02879956e+04
  1.15605483e+05 1.27639671e+01]], [[-1.20647454e-05]], [[-0.00017643]], [[3.10000000e-02 8.55889063e+04 1.13131662e+05 9.20278588e+04
  1.15514382e+05 8.95404745e+00]], False, random
2021-10-09 19:44:26,569, transitions.data, DEBUG, [[3.10000000e-02 8.55889063e+04 1.13131662e+05 9.20278588e+04
  1.15514382e+05 8.95404745e+00]], [[-1.2947605e-05]], [[-0.00014103]], [[3.10000000e-02 9.21280675e+04 1.15485766e+05 8.90267719e+04
  1.18899512e+05 4.86533008e+00]], False, random
2021-10-09 19:44:26,570, transitions.data, DEBUG, [[3.10000000e-02 9.21280675e+04 1.15485766e+05 8.90267719e+04
